id,status_group
21473,functional
16448,functional needs repair
39518,functional
64101,functional needs repair
29003,functional
54545,functional
30096,functional
7312,functional
34263,functional
60582,functional
61405,functional
37995,functional
64715,functional
28337,non functional
41388,functional
52164,functional
13486,functional
70988,non functional
16142,functional
73536,non functional
21303,non functional
68849,functional
12130,functional
49679,non functional
24763,non functional
52896,non functional
26094,functional
33710,functional
31793,functional
17233,non functional
71429,functional
24395,non functional
12120,functional
55445,functional needs repair
21120,functional
27558,non functional
40970,non functional
15204,functional needs repair
22369,functional
49519,non functional
60198,non functional
63000,functional
28161,functional needs repair
28852,functional
61863,non functional
1135,functional needs repair
7553,non functional
57765,functional
33318,functional
57265,functional
55621,non functional
72999,functional
20323,non functional
16509,functional
69781,non functional
45180,functional
17881,functional
23468,non functional
56430,functional
36092,functional needs repair
3175,functional
65538,functional needs repair
30391,functional
16253,non functional
9926,functional
43050,functional
58555,functional
28087,non functional
73207,functional
27936,functional
53824,non functional
56566,non functional
8105,non functional
49824,functional
24687,functional
25223,functional
63697,functional
12483,non functional
45490,functional
17674,functional
190,functional
64219,non functional
40756,non functional
47856,functional needs repair
15237,non functional
62428,functional
5043,non functional
32425,non functional
59925,functional
39433,functional
7416,functional
28143,non functional
52045,functional
48979,functional
58356,functional
17603,functional
18613,non functional
67735,non functional
31797,functional
20837,non functional
73244,functional
53780,functional
71975,non functional
10500,non functional
58419,functional
12916,non functional
47197,functional
68725,functional
65308,non functional
11602,functional
56597,functional
5416,non functional
66102,functional
73832,functional
43002,functional
5168,functional
68172,functional
28278,functional
57636,functional
54484,functional
63543,functional
34189,functional
41288,functional
42497,non functional
67428,functional needs repair
75,non functional
10297,non functional
72751,functional
46527,non functional
64087,functional
37270,functional
49433,functional
73613,functional
59891,non functional
29989,functional
63136,functional
4813,functional
44344,non functional
51963,functional
61078,non functional
3408,functional
41975,functional
3147,functional
44156,non functional
43806,non functional
5180,non functional
10360,functional
38144,non functional
14271,functional
57650,non functional
35598,non functional
41602,non functional
45187,non functional
52894,non functional
41505,functional
53225,functional
17446,non functional
7090,functional
3184,non functional
59217,functional
62295,functional
15488,functional
32310,non functional
43429,functional
73252,non functional
39740,functional
12602,functional
30676,functional
65327,functional
28828,functional
65451,functional
30600,functional
61928,non functional
15892,non functional
12784,non functional
72741,non functional
12057,non functional
61299,non functional
46558,functional
8660,non functional
56102,functional needs repair
29657,functional needs repair
22063,non functional
28481,functional
37562,functional
71474,non functional
20312,functional
68924,functional
28808,non functional
7907,functional
64922,non functional
30746,functional
30730,functional
6747,non functional
42314,functional
23251,non functional
40751,functional
22037,functional
42066,non functional
18730,non functional
25413,functional
15154,non functional
3767,non functional
19901,functional
749,functional
33935,non functional
10914,functional
10666,non functional
71170,functional
764,functional
8527,functional
44932,functional
18034,functional
10642,functional
10479,functional
74006,functional
68477,functional
48577,functional
18894,non functional
63707,functional
17204,functional needs repair
50683,non functional
70,non functional
5410,non functional
61895,non functional
16455,functional
67614,functional
17750,non functional
30307,functional
3300,functional
39693,functional
35027,functional needs repair
64184,non functional
